model,task_id,task_name,game,image_name,run_idx,ttft_s,throughput_tps,total_time_s,output_tokens,vram_mb,response_text
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),我的世界,Minecraft_01.png,2,2.1676,266.84,6.0051,1024,11706,"```json [ 	{""bbox_2d"": [100, 783, 112, 800], ""label"": ""血条""}, 	{""bbox_2d"": [112, 783, 124, 800], ""label"": ""血条""}, 	{""bbox_2d"": [124, 783, 136, 800], ""label"": ""血条""}, 	{""bbox_2d"": [136, 783, 148, 800], ""label"": ""血条""}, 	{""bbox_2d"": [148, 783, 160, 800], ""label"": ""血条""}, 	{""bbox_2d"": [160, 783, 172, 800], ""label"": ""血条""}, 	{""bbox_2d"": [172, 783, 184, 800], ""label"": ""血条""}, 	{""bbox_2d"": [184, 783, 196, 800], ""label"": ""血条""}, 	{""bbox_2d"": [196, 783, 208, 800], ""label"": ""血条""}, 	{""bbox_2d"": [208, 783, 220, 800], ""label"": ""血条""}, 	{""bbox_2d"": [220, 783, 232, 800], ""label"": ""血条""}, 	{""bbox_2d"": [232, 783, 244, 800], ""label"": ""血条""}, 	{""bbox_2d"": [244, 783, 256, 800], ""label"": ""血条""}, 	{""bbox_2d"": [256, 783, 268, 800], ""label"": ""血条""}, 	{""bbox_2d"": [268, 783, 280, 800], ""label"": ""血条""}, 	{""bbox_2d"": [280, 783, 292, 800], ""label"": ""血条""}, 	{""bbox_2d"": [292, 783, 304, 800], ""label"": ""血条""}, 	{""bbox_2d"": [304, 783, 316, 800], ""label"": ""血条""}, 	{""bbox_2d"": [316, 783, 328, 800], ""label"": ""血条""}, 	{""bbox_2d"": [328, 783, 340, 800], ""label"": ""血条""}, 	{""bbox_2d"": [340, 783, 352, 800], ""label"": ""血条""}, 	{""bbox_2d"": [352, 783, 364, 800], ""label"": ""血条""}, 	{""bbox_2d"": [364, 783, 376, 800], ""label"": ""血条""}, 	{""bbox_2d"": [376, 783, 388, 800], ""label"": ""血条""}, 	{""bbox_2d"": [388, 783, 400, 800], ""label"": ""血条""}, 	{""bbox_2d"": [400, 783, 412, 800], ""label"": ""血条""}, 	{""bbox_2d"": [412, 783, 424, 800], ""label"": ""血条""}, 	{""bbox_2d"": [424, 783, 436, 800], ""label"": ""血条""}, 	{""bbox_2d"": [436, 783, 448, 800], ""label"": ""血条""}, 	{""bbox_"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),我的世界,Minecraft_01.png,3,2.1709,270.41,5.9578,1024,11707,"```json [ 	{""bbox_2d"": [100, 783, 112, 800], ""label"": ""血条""}, 	{""bbox_2d"": [112, 783, 124, 800], ""label"": ""血条""}, 	{""bbox_2d"": [124, 783, 136, 800], ""label"": ""血条""}, 	{""bbox_2d"": [136, 783, 148, 800], ""label"": ""血条""}, 	{""bbox_2d"": [148, 783, 160, 800], ""label"": ""血条""}, 	{""bbox_2d"": [160, 783, 172, 800], ""label"": ""血条""}, 	{""bbox_2d"": [172, 783, 184, 800], ""label"": ""血条""}, 	{""bbox_2d"": [184, 783, 196, 800], ""label"": ""血条""}, 	{""bbox_2d"": [196, 783, 208, 800], ""label"": ""血条""}, 	{""bbox_2d"": [208, 783, 220, 800], ""label"": ""血条""}, 	{""bbox_2d"": [220, 783, 232, 800], ""label"": ""血条""}, 	{""bbox_2d"": [232, 783, 244, 800], ""label"": ""血条""}, 	{""bbox_2d"": [244, 783, 256, 800], ""label"": ""血条""}, 	{""bbox_2d"": [256, 783, 268, 800], ""label"": ""血条""}, 	{""bbox_2d"": [268, 783, 280, 800], ""label"": ""血条""}, 	{""bbox_2d"": [280, 783, 292, 800], ""label"": ""血条""}, 	{""bbox_2d"": [292, 783, 304, 800], ""label"": ""血条""}, 	{""bbox_2d"": [304, 783, 316, 800], ""label"": ""血条""}, 	{""bbox_2d"": [316, 783, 328, 800], ""label"": ""血条""}, 	{""bbox_2d"": [328, 783, 340, 800], ""label"": ""血条""}, 	{""bbox_2d"": [340, 783, 352, 800], ""label"": ""血条""}, 	{""bbox_2d"": [352, 783, 364, 800], ""label"": ""血条""}, 	{""bbox_2d"": [364, 783, 376, 800], ""label"": ""血条""}, 	{""bbox_2d"": [376, 783, 388, 800], ""label"": ""血条""}, 	{""bbox_2d"": [388, 783, 400, 800], ""label"": ""血条""}, 	{""bbox_2d"": [400, 783, 412, 800], ""label"": ""血条""}, 	{""bbox_2d"": [412, 783, 424, 800], ""label"": ""血条""}, 	{""bbox_2d"": [424, 783, 436, 800], ""label"": ""血条""}, 	{""bbox_2d"": [436, 783, 448, 800], ""label"": ""血条""}, 	{""bbox_"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),女神异闻录5 皇家版,P5R_01.png,1,2.1111,281.23,5.7523,1024,11732,"```json [ 	{""bbox_2d"": [58, 20, 150, 100], ""label"": ""血条""}, 	{""bbox_2d"": [150, 20, 246, 100], ""label"": ""血条""}, 	{""bbox_2d"": [246, 20, 342, 100], ""label"": ""血条""}, 	{""bbox_2d"": [342, 20, 438, 100], ""label"": ""血条""}, 	{""bbox_2d"": [438, 20, 534, 100], ""label"": ""血条""}, 	{""bbox_2d"": [534, 20, 630, 100], ""label"": ""血条""}, 	{""bbox_2d"": [630, 20, 726, 100], ""label"": ""血条""}, 	{""bbox_2d"": [726, 20, 822, 100], ""label"": ""血条""}, 	{""bbox_2d"": [822, 20, 918, 100], ""label"": ""血条""}, 	{""bbox_2d"": [10, 888, 100, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [100, 888, 196, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [196, 888, 292, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [292, 888, 388, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [388, 888, 484, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [484, 888, 580, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [580, 888, 676, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [676, 888, 772, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [772, 888, 868, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [868, 888, 964, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [10, 600, 100, 610], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 610, 100, 620], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 620, 100, 630], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 630, 100, 640], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 640, 100, 650], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 650, 100, 660], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 660, 100, 670], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 670, 100, 680], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 680, 100, 690], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 690, 100, 700], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 700"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),女神异闻录5 皇家版,P5R_01.png,2,2.12,279.43,5.7846,1024,11724,"```json [ 	{""bbox_2d"": [58, 20, 150, 100], ""label"": ""血条""}, 	{""bbox_2d"": [150, 20, 246, 100], ""label"": ""血条""}, 	{""bbox_2d"": [246, 20, 342, 100], ""label"": ""血条""}, 	{""bbox_2d"": [342, 20, 438, 100], ""label"": ""血条""}, 	{""bbox_2d"": [438, 20, 534, 100], ""label"": ""血条""}, 	{""bbox_2d"": [534, 20, 630, 100], ""label"": ""血条""}, 	{""bbox_2d"": [630, 20, 726, 100], ""label"": ""血条""}, 	{""bbox_2d"": [726, 20, 822, 100], ""label"": ""血条""}, 	{""bbox_2d"": [822, 20, 918, 100], ""label"": ""血条""}, 	{""bbox_2d"": [10, 888, 100, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [100, 888, 196, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [196, 888, 292, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [292, 888, 388, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [388, 888, 484, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [484, 888, 580, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [580, 888, 676, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [676, 888, 772, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [772, 888, 868, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [868, 888, 964, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [10, 600, 100, 610], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 610, 100, 620], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 620, 100, 630], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 630, 100, 640], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 640, 100, 650], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 650, 100, 660], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 660, 100, 670], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 670, 100, 680], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 680, 100, 690], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 690, 100, 700], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 700"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),女神异闻录5 皇家版,P5R_01.png,3,2.0944,282.75,5.7161,1024,11712,"```json [ 	{""bbox_2d"": [58, 20, 150, 100], ""label"": ""血条""}, 	{""bbox_2d"": [150, 20, 246, 100], ""label"": ""血条""}, 	{""bbox_2d"": [246, 20, 342, 100], ""label"": ""血条""}, 	{""bbox_2d"": [342, 20, 438, 100], ""label"": ""血条""}, 	{""bbox_2d"": [438, 20, 534, 100], ""label"": ""血条""}, 	{""bbox_2d"": [534, 20, 630, 100], ""label"": ""血条""}, 	{""bbox_2d"": [630, 20, 726, 100], ""label"": ""血条""}, 	{""bbox_2d"": [726, 20, 822, 100], ""label"": ""血条""}, 	{""bbox_2d"": [822, 20, 918, 100], ""label"": ""血条""}, 	{""bbox_2d"": [10, 888, 100, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [100, 888, 196, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [196, 888, 292, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [292, 888, 388, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [388, 888, 484, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [484, 888, 580, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [580, 888, 676, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [676, 888, 772, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [772, 888, 868, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [868, 888, 964, 918], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [10, 600, 100, 610], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 610, 100, 620], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 620, 100, 630], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 630, 100, 640], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 640, 100, 650], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 650, 100, 660], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 660, 100, 670], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 670, 100, 680], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 680, 100, 690], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 690, 100, 700], ""label"": ""对话框""}, 	{""bbox_2d"": [10, 700"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),超级马里奥兄弟,SuperMarioBros_01.png,1,2.0976,272.57,5.8544,1024,11712,"```json [ 	{""bbox_2d"": [302, 79, 688, 342], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [844, 112, 884, 159], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [762, 312, 802, 359], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [502, 412, 542, 459], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 412, 182, 459], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [912, 742, 968, 829], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [584, 732, 630, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [302, 732, 348, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [912, 742, 968, 829], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [584, 732, 630, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [302, 732, 348, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),超级马里奥兄弟,SuperMarioBros_01.png,2,2.1018,271.08,5.8793,1024,11712,"```json [ 	{""bbox_2d"": [302, 79, 688, 342], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [844, 112, 884, 159], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [762, 312, 802, 359], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [502, 412, 542, 459], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 412, 182, 459], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [912, 742, 968, 829], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [584, 732, 630, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [302, 732, 348, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [912, 742, 968, 829], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [584, 732, 630, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [302, 732, 348, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182"
Qwen/Qwen3.5-0.8B,ui_bbox,UI 元素检测 (Bounding Box),超级马里奥兄弟,SuperMarioBros_01.png,3,2.1172,275.5,5.834,1024,11712,"```json [ 	{""bbox_2d"": [302, 79, 688, 342], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [844, 112, 884, 159], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [762, 312, 802, 359], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [502, 412, 542, 459], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 412, 182, 459], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [912, 742, 968, 829], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [584, 732, 630, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [302, 732, 348, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [912, 742, 968, 829], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [584, 732, 630, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [302, 732, 348, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182, 779], ""label"": ""得分/金币显示""}, 	{""bbox_2d"": [142, 732, 182"
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,明日方舟,Arknights_01.png,1,2.1563,255.47,3.1506,254,11712,这张截图来自《明日方舟》这款策略塔防手游，画面呈现的是战斗场景。场景位于一个类似工业或太空舱的室内环境中，地面由金属网格和不同颜色的方块组成，整体色调偏冷，带有金属质感和科技感。  画面中央区域有三位角色正在进行战斗：左侧是一位白发女性角色，身穿红色战斗服，手持武器，正面向右侧；中间是一位银发角色，装备着机械装置，似乎正在施放技能；右侧则是一位金发角色，同样手持武器，处于战斗状态。她们周围有绿色和黄色的能量粒子特效，表明正在进行战斗。  左上角显示“UP”按钮和“ATTITUDE SWITCH”字样，右上角有“2X”倍率标识和暂停按钮，右下角则显示“Unit Limit: 2”和“76”的数值，表明当前单位数量为2。左下角有“DOWN”按钮，右下角还有“X1”的倍率标识。  底部是干员技能栏，显示当前技能等级为10、5、16、15、15、24、25，每个技能图标下方都有对应的数值。整体画面清晰展示了游戏战斗场景的布局、角色状态和战斗细节。
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,明日方舟,Arknights_01.png,2,2.1273,259.7,3.1053,254,11714,这张截图来自《明日方舟》这款策略塔防手游，画面呈现的是战斗场景。场景位于一个类似工业或太空舱的室内环境中，地面由金属网格和不同颜色的方块组成，整体色调偏冷，带有金属质感和科技感。  画面中央区域有三位角色正在进行战斗：左侧是一位白发女性角色，身穿红色战斗服，手持武器，正面向右侧；中间是一位银发角色，装备着机械装置，似乎正在施放技能；右侧则是一位金发角色，同样手持武器，处于战斗状态。她们周围有绿色和黄色的能量粒子特效，表明正在进行战斗。  左上角显示“UP”按钮和“ATTITUDE SWITCH”字样，右上角有“2X”倍率标识和暂停按钮，右下角则显示“Unit Limit: 2”和“76”的数值，表明当前单位数量为2。左下角有“DOWN”按钮，右下角还有“X1”的倍率标识。  底部是干员技能栏，显示当前技能等级为10、5、16、15、15、24、25，每个技能图标下方都有对应的数值。整体画面清晰展示了游戏战斗场景的布局、角色状态和战斗细节。
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,明日方舟,Arknights_01.png,3,2.1597,258.44,3.1425,254,11714,这张截图来自《明日方舟》这款策略塔防手游，画面呈现的是战斗场景。场景位于一个类似工业或太空舱的室内环境中，地面由金属网格和不同颜色的方块组成，整体色调偏冷，带有金属质感和科技感。  画面中央区域有三位角色正在进行战斗：左侧是一位白发女性角色，身穿红色战斗服，手持武器，正面向右侧；中间是一位银发角色，装备着机械装置，似乎正在施放技能；右侧则是一位金发角色，同样手持武器，处于战斗状态。她们周围有绿色和黄色的能量粒子特效，表明正在进行战斗。  左上角显示“UP”按钮和“ATTITUDE SWITCH”字样，右上角有“2X”倍率标识和暂停按钮，右下角则显示“Unit Limit: 2”和“76”的数值，表明当前单位数量为2。左下角有“DOWN”按钮，右下角还有“X1”的倍率标识。  底部是干员技能栏，显示当前技能等级为10、5、16、15、15、24、25，每个技能图标下方都有对应的数值。整体画面清晰展示了游戏战斗场景的布局、角色状态和战斗细节。
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,赛博朋克2077,Cyberpunk-2077_01.png,1,2.1146,251.82,3.0279,230,11720,"这张赛博朋克2077的游戏截图展现了一个充满未来感的都市环境。画面中，一辆改装过的黑色跑车正沿着弯曲的柏油路行驶，车身带有醒目的橙色装饰条和双排气管，车尾标有""LIMITED""字样。车辆后方有一名身穿黑色服装的角色正站在路边，似乎在与玩家进行对话或准备行动。  场景位于一个繁忙的夜之城区域，周围是密集的建筑群和广告牌，其中可见卫星接收器、霓虹灯招牌等标志性元素。天空晴朗，阳光充足，整体光线明亮，营造出一种既现代又略带工业感的氛围。  屏幕上方显示着游戏界面元素，包括任务提示、对话字幕以及""GOING PRO""等选项。底部显示着玩家与NPC""Jackie""的对话内容：""Should be lookin' for a new spot to slice 'n' dice, not gunnin' after us.""，表明当前处于探索或任务推进阶段。  整体画面传达出一种紧张而充满活力的都市冒险氛围，玩家正驾驶着改装车辆在城市中穿梭，与周围的环境和NPC互动。"
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,赛博朋克2077,Cyberpunk-2077_01.png,2,2.1097,253.0,3.0188,230,11720,"这张赛博朋克2077的游戏截图展现了一个充满未来感的都市环境。画面中，一辆改装过的黑色跑车正沿着弯曲的柏油路行驶，车身带有醒目的橙色装饰条和双排气管，车尾标有""LIMITED""字样。车辆后方有一名身穿黑色服装的角色正站在路边，似乎在与玩家进行对话或准备行动。  场景位于一个繁忙的夜之城区域，周围是密集的建筑群和广告牌，其中可见卫星接收器、霓虹灯招牌等标志性元素。天空晴朗，阳光充足，整体光线明亮，营造出一种既现代又略带工业感的氛围。  屏幕上方显示着游戏界面元素，包括任务提示、对话字幕以及""GOING PRO""等选项。底部显示着玩家与NPC""Jackie""的对话内容：""Should be lookin' for a new spot to slice 'n' dice, not gunnin' after us.""，表明当前处于探索或任务推进阶段。  整体画面传达出一种紧张而充满活力的都市冒险氛围，玩家正驾驶着改装车辆在城市中穿梭，与周围的环境和NPC互动。"
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,赛博朋克2077,Cyberpunk-2077_01.png,3,2.1164,253.68,3.023,230,11720,"这张赛博朋克2077的游戏截图展现了一个充满未来感的都市环境。画面中，一辆改装过的黑色跑车正沿着弯曲的柏油路行驶，车身带有醒目的橙色装饰条和双排气管，车尾标有""LIMITED""字样。车辆后方有一名身穿黑色服装的角色正站在路边，似乎在与玩家进行对话或准备行动。  场景位于一个繁忙的夜之城区域，周围是密集的建筑群和广告牌，其中可见卫星接收器、霓虹灯招牌等标志性元素。天空晴朗，阳光充足，整体光线明亮，营造出一种既现代又略带工业感的氛围。  屏幕上方显示着游戏界面元素，包括任务提示、对话字幕以及""GOING PRO""等选项。底部显示着玩家与NPC""Jackie""的对话内容：""Should be lookin' for a new spot to slice 'n' dice, not gunnin' after us.""，表明当前处于探索或任务推进阶段。  整体画面传达出一种紧张而充满活力的都市冒险氛围，玩家正驾驶着改装车辆在城市中穿梭，与周围的环境和NPC互动。"
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,原神,Genshin-Impact_01.png,1,2.1013,257.2,2.7273,161,11720,这张游戏截图展现了《原神》中提瓦特大陆的一个精彩场景。画面背景是晴朗的蓝天白云，阳光透过云层洒下，营造出明亮开阔的氛围。前景是一片翠绿的草地，草地上站着四位身着不同服饰的角色，他们面向左侧巨大的蓝色龙形生物，姿态各异，似乎正在与巨龙进行互动。  左侧的蓝色巨龙张开大嘴，露出锋利的牙齿，其翅膀上闪烁着蓝色的光芒，整体造型威武而神秘。角色们站在草地上，其中一位角色似乎正在与巨龙进行某种交流或战斗，其他角色则保持观察或准备应对的姿态。  整个场景充满动感，角色们与巨龙的互动暗示着可能正在进行元素反应战斗或探索任务。画面色彩鲜艳，光影效果突出，展现了游戏精美的视觉表现力。
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,原神,Genshin-Impact_01.png,2,2.1009,250.25,2.7442,161,11720,这张游戏截图展现了《原神》中提瓦特大陆的一个精彩场景。画面背景是晴朗的蓝天白云，阳光透过云层洒下，营造出明亮开阔的氛围。前景是一片翠绿的草地，草地上站着四位身着不同服饰的角色，他们面向左侧巨大的蓝色龙形生物，姿态各异，似乎正在与巨龙进行互动。  左侧的蓝色巨龙张开大嘴，露出锋利的牙齿，其翅膀上闪烁着蓝色的光芒，整体造型威武而神秘。角色们站在草地上，其中一位角色似乎正在与巨龙进行某种交流或战斗，其他角色则保持观察或准备应对的姿态。  整个场景充满动感，角色们与巨龙的互动暗示着可能正在进行元素反应战斗或探索任务。画面色彩鲜艳，光影效果突出，展现了游戏精美的视觉表现力。
Qwen/Qwen3.5-0.8B,scene_desc,画面描述,原神,Genshin-Impact_01.png,3,2.1142,248.22,2.7629,161,11720,这张游戏截图展现了《原神》中提瓦特大陆的一个精彩场景。画面背景是晴朗的蓝天白云，阳光透过云层洒下，营造出明亮开阔的氛围。前景是一片翠绿的草地，草地上站着四位身着不同服饰的角色，他们面向左侧巨大的蓝色龙形生物，姿态各异，似乎正在与巨龙进行互动。  左侧的蓝色巨龙张开大嘴，露出锋利的牙齿，其翅膀上闪烁着蓝色的光芒，整体造型威武而神秘。角色们站在草地上，其中一位角色似乎正在与巨龙进行某种交流或战斗，其他角色则保持观察或准备应对的姿态。  整个场景充满动感，角色们与巨龙的互动暗示着可能正在进行元素反应战斗或探索任务。画面色彩鲜艳，光影效果突出，展现了游戏精美的视觉表现力。
